sitename,slope,aspect,elevation,canopy_typ,topo,moist,severity,ph,sol,treeden,treeba,seedlingde,site_descr,directions,site_histo,location,n_dd,w_dd,title,ecoregion,filename,f3,f4,f5,f6,f7,pic_url,age,burn_year,topo_po
DCY9,1,231,300,Mixed,0,MESIC,3,0,0,0,0,150409.09,In 2004 this site burned in the Dall City fire.,"MP 82.9 Dalton Highway, approximately 150m east of road.","This site was added to the Regional Site Network (RSN) in 2014 with the age class designation of ""Young"". Most young sites in the RSN, including this one, were purposefully collocated with existing sites from the Joint Fire Science Program (JFSP). Baseli","Dalton Hwy, between Yukon River and Coldfoot",66.168628,-150.20114,DCY9 (DC39),Ray Mountains,DCY9_SitePano.jpg,Panoramic site photo of DCY9 (DC39).,7/29/2014,Shalane Frost,DCY9,DC39,http://ltergis.iab.uaf.edu/rsn/pano/DCY9_SitePano.jpg,Young,2004,
FP5C,0,0,135,Birch,0,SUBXERIC-MESIC,3,0,0,0,0,53227.27,FP5C is located on an older terrace of the Tanana River on the south side of the river opposite Sam Charley Island.  The climate station and neighboring research plots were burned in August of 2010 by the Willow Creek Wildfire.,South side of the Tanana River opposite Sam Charley Island complex.,"The study site was established in 1987 as an LTER site and is adjacent to a permanent plot established by L.A. Viereck (LAV #1133) in 1965. Soil and air temperature measurements at the site were started in 1992. In 2013, this site was added to the Region","Tanana R., S side of river opposite Sam Charley Island",64.713614,-148.147263,FP5C (BCEFY3),Tanana-Kuskokwim Lowlands,FP5C_SitePano.jpg,Panoramic site photo of FP5C (BCEFY3).,6/12/2014,Shalane Frost,FP5C,FP5C,http://ltergis.iab.uaf.edu/rsn/pano/FP5C_SitePano.jpg,Young,2010,
HR1A,15,325,600,Black Spruce,0,MESIC,1,0,0,0,0,26590.91,"This is a meteorological site near the crest of Helmer's Ridge, just west of the C4 basin, and at an elevation of approximately 610 meters","Traveling north from the confluence of Poker and Caribou Creeks, take a left at the ""T"" junction. From this point, the trail is only suitable for off-road vehicles. Immediately past the C4 bridge, the Helmer's Ridge trail branches off to the right. Follo",Precipitation data has been collected at this site since 1983. A sensor for air temperature was added in March 1992. The site was upgraded in June 2001 with the addition of a tipping bucket rain gage.  Various problems with the instrumentation have led t,CPCRW,65.170919,-147.543574,HR1A (CPCRWY1),Yukon-Tanana Uplands,HR1A_SitePano.jpg,Panoramic site photo of HR1A (CPCRWY1).,5/21/2015,Shalane Frost,HR1A,HR1A,http://ltergis.iab.uaf.edu/rsn/pano/HR1A_SitePano.jpg,Young,1999,
SL1A,0,0,131,Mixed,0,MESIC-SUBHYGRIC,1,0,0,0,0,32000,In the summer of 2001 the Survey line fire burned a section of the Tanana flats just south of BCEF.  This site was set up to match the rest of the floodplain successional sites except that instead of flooding the disturbance is fire.  Before this site wa,"This site is located on the south side of the Tanana River, just upstream of Crooked Creek. Follow the footpath approximately 400m to site.","SL1B was added to the Regional Site Network (RSN) in 2013 with the age class designation of ""Young"".",SW of Fairbanks on the Tanana River,64.654214,-148.281215,SL1A (BCEFY2),Tanana-Kuskokwim Lowlands,SL1A_SitePano.jpg,Panoramic site photo of SL1A (BCEFY2).,6/11/2014,Shalane Frost,SL1A,SL1A,http://ltergis.iab.uaf.edu/rsn/pano/SL1A_SitePano.jpg,Young,2001,
SL1B,0,0,130,Black Spruce,0,SUBHYGRIC,1,0,0,0,0,24636.36,In the summer of 2001 the Survey Line fire burned a section of the Tanana flats just south of BCEF.  This site was set up to match the rest of the floodplain successional sites.  Before the burn this site was an open black spruce forest with a predominan,"This site is located on the south side of the Tanana River, just downstream of Crooked Creek.","SL1B was added to the Regional Site Network (RSN) in 2013 with the age class designation of ""Young"".",SW of Fairbanks on the Tanana River,64.648269,-148.286119,SL1B (BCEFY1),Tanana-Kuskokwim Lowlands,SL1B_SitePano.jpg,Panoramic site photo of SL1B (BCEFY1).,6/11/2014,Shalane Frost,SL1B,SL1B,http://ltergis.iab.uaf.edu/rsn/pano/SL1B_SitePano.jpg,Young,2001,
GSI1,3,283,244,Black Spruce,9,MESIC,NA,5.99,17.75,5825,9.81,23909.09,In 1966 this site burned in the Goldstream fire. It is now a black spruce stand.,Standard Creek Road mile 7.9. Follow trail leading SW for 140m. Site is 40m SE.,"This site was added to the Regional Site Network (RSN) in 2011 with the age class designation of ""Intermediate"".",Goldstream,64.80004,-148.41375,GSI1 (GS-3),Yukon-Tanana Uplands,,,,,GSI1,GS-3,,Intermediate,1966,Lowland
GSI3,10,79,210,Birch,4,MESIC,NA,6.15,9.3,6858.33,15.31,13181.82,In 1966 this site burned in the Goldstream fire. It is now a black spruce stand.,Standard Creek Road mile 11. Site is 140m north of road.,"This site was added to the Regional Site Network (RSN) in 2011 with the age class designation of ""Intermediate"".",Goldstream,64.80951,-148.49298,GSI3 (GS-1),Yukon-Tanana Uplands,,,,,GSI3,GS-1,,Intermediate,1966,Toe Slope
DDM2,0,0,500,Black Spruce,0,XERIC,NA,0,0,24954.55,3716.67,11.46,"This is a xeric, black spruce site.","This site is located in the Donnelly Training area, unit 513 (restricted access).
From Richardson Hwy, turn east at MP 257.5 (Meadows Road), and continue east for 2 miles. At the T, turn south and continue for 2 miles. Site is approximately 150m to the e","This site was added to the Regional Site Network (RSN) in 2013 with the age class designation of ""Mature"". Some mature sites in the RSN, including this one, were purposefully collocated with a site network originally established by Teresa Hollingsworth.",Donnelly Dome,63.89178,-145.74101,DDM2 (TKNO124),Tanana-Kuskokwim Lowlands,,,,,DDM2,TKN0124,,Mature,Pre 1930,
GRM1,2,303,448,Black Spruce,0,MESIC,NA,0,0,55227.27,6058.33,14.43,"This is a mesic, black spruce site.",Park in pullout on Alaska Highway MP 1370.2. Site is 120m north.,"This site was added to the Regional Site Network (RSN) in 2013 with the age class designation of ""Mature"". Some mature sites in the RSN, including this one, were purposefully collocated with a site network originally established by Teresa Hollingsworth.",Gerstle River,63.695772,-144.331784,GRM1 (TKN0118),Tanana-Kuskokwim Lowlands,,,,,GRM1,TKN0118,,Mature,Pre 1930,
TRM3,0,0,127,Black Spruce,0,SUBHYGRIC,NA,0,0,59772.73,3141.67,5.07,"This is a subhygric, black spruce site.",Site can be accessed via ATV by parking at the Tatalina River bridge (MP 44.8 Elliott Highway). Ride to the pipeline access road at MP 44.9 and follow it west 0.6 miles to pipeline. Ride SE toward Tatalina River. Cross River and continue  south on trail,"This site was added to the Regional Site Network (RSN) in 2013 with the age class designation of ""Mature"".",Tatalina River,65.31458,-148.33536,TRM3 (Tatalina River 2),Yukon-Tanana Uplands,,,,,TRM3,Tatalina River 2,,Mature,Pre 1930,
UP4A,15,310,489,Black Spruce,0,SUBXERIC,NA,0,0,17772.73,7991.67,26.52,"This is a subxeric-mesic, black spruce site.",UP4A is accessed via the power line right-of-way on the north side of the Parks highway at MP 339.1. Approximately 600m up the right-of-way there is a trailing leading north to the side.,"This study site was established in 2004 as an LTER site. In 2013, this site was added to the Regional Site Network (RSN) with the age class designation of ""Mature"".",BCEF,64.768106,-148.29868,UP4A (BCEFM4),Yukon-Tanana Uplands,,,,,UP4A,UP4A,,Mature,Pre 1930,
WCM1,0,0,225,Black Spruce,0,SUBHYGRIC,NA,0,0,15227.27,1183.33,1.82,"This is a subhygric, black spruce site.",Park at pipeline access road on Elliott Highway MP 20.75. Continue on ATV 2.9 miles to pipeline. Site is 200m SW.,"This site was added to the Regional Site Network (RSN) in 2013 with the age class designation of ""Mature"".",Washington Creek,65.12465,-147.97308,WCM1 (Washington Creek 1),Yukon-Tanana Uplands,,,,,WCM1,Washington Creek 1,,Mature,Pre 1930,
WCM2,3,80,260,Black Spruce,0,MESIC-SUBHYGRIC,NA,0,0,20090.91,1908.33,3.85,"This is a mesic-subhygric, black spruce site.",Park at pipeline access road on Elliott Highway MP 20.75. Continue on ATV 2.6 miles down access road to trail on NW side of road. Follow trail 0.5 miles. Site is 100m east.,"This site was added to the Regional Site Network (RSN) in 2013 with the age class designation of ""Mature"".",Washington Creek,65.13634,-147.97132,WCM2 (Washington Creek 2),Yukon-Tanana Uplands,,,,,WCM2,Washington Creek 3,,Mature,Pre 1930,
YRM1,7,230,318,Black Spruce,0,SUBXERIC-MESIC,NA,0,0,20090.91,5050,9.11,"This is a subxeric-mesic, black spruce site.","Dalton Highway, MP 11.3. Site is 120m NW from road. Parking approximately 300m south along road.","This site was added to the Regional Site Network (RSN) in 2013 with the age class designation of ""Mature"". Some mature sites in the RSN, including this one, were purposefully collocated with a site network originally established by Teresa Hollingsworth.","Dalton Hwy, south of Yukon River",65.56605,-148.92284,YRM1 (TKN0148),Ray Mountains,,,,,YRM1,TKN0148,,Mature,Pre 1930,
